,buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
4433,631a6122aa3096cbda283038,2023-10-05,88,1,21656812,21656812.0,162426,0,0.0,1,1,1,0,Seasonal Buyer
4436,631a6123aa3096cbda28306e,2023-08-30,124,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4443,631a6128aa3096cbda2831a7,2023-09-25,98,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4445,631a6129aa3096cbda2831e0,2023-10-13,80,5,281071107,56214221.4,2108030,0,0.0,1,1,1,0,Seasonal Buyer
4449,631a612b8755a8a989616e3f,2023-10-13,80,1,2014317,2014317.0,15107,0,0.0,1,1,1,0,Seasonal Buyer
4454,631a612e8755a8a989616ee1,2023-10-02,91,5,2888605,577721.0,21664,0,0.0,4,1,3,0,Seasonal Buyer
4457,631a612faa3096cbda283348,2023-09-29,94,1,149000,149000.0,1117,1,50000.0,1,1,1,0,Seasonal Buyer
4467,631a6132aa3096cbda283425,2023-07-18,167,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4468,631a61358755a8a989617052,2023-09-15,108,4,3542270,885567.5,26565,0,0.0,3,1,2,0,Seasonal Buyer
4473,631a6139aa3096cbda28354f,2023-10-08,85,11,25284165,2298560.4545454546,189629,0,0.0,4,2,3,0,Seasonal Buyer
4476,631a613aaa3096cbda283570,2023-08-14,140,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4478,631a613caa3096cbda2835c7,2023-07-05,180,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4487,631a61408755a8a98961724d,2023-07-05,180,1,253000,253000.0,1897,0,0.0,1,1,1,0,Seasonal Buyer
4491,631a6140aa3096cbda2836af,2023-10-24,69,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4492,631a61418755a8a98961726b,2023-08-10,144,2,1058540,529270.0,7938,0,0.0,2,2,2,0,Seasonal Buyer
4493,631a61418755a8a989617277,2023-07-29,156,1,65000,65000.0,487,1,32500.0,1,1,1,0,Seasonal Buyer
4497,631a6142aa3096cbda2836e5,2023-10-05,88,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4500,631a6142aa3096cbda2836fa,2023-09-07,116,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4502,631a6143aa3096cbda28374c,2023-07-06,179,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4503,631a6144aa3096cbda283753,2023-09-14,109,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4507,631a6146aa3096cbda2837af,2023-09-13,110,1,139150,139150.0,1043,1,75000.0,1,1,1,0,Seasonal Buyer
4508,631a6146aa3096cbda2837bc,2023-07-26,159,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4509,631a6146aa3096cbda2837c8,2023-09-01,122,1,139150,139150.0,1043,1,75000.0,1,1,1,0,Seasonal Buyer
4512,631a6148aa3096cbda283813,2023-09-14,109,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4517,631a614aaa3096cbda28388a,2023-07-11,174,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4528,631a6152aa3096cbda283a0f,2023-10-11,82,1,137500,137500.0,1031,1,75000.0,1,1,1,0,Seasonal Buyer
4531,631a6154aa3096cbda283a7d,2023-10-12,81,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4533,631a6154aa3096cbda283a95,2023-08-26,128,4,14913505,3728376.25,111850,0,0.0,4,2,3,0,Seasonal Buyer
4534,631a61558755a8a9896175cf,2023-09-02,121,1,65000,65000.0,487,1,32500.0,1,1,1,0,Seasonal Buyer
4536,631a6155aa3096cbda283ab3,2023-07-27,158,3,16004760,5334920.0,120035,0,0.0,3,2,3,0,Seasonal Buyer
4537,631a6155aa3096cbda283ac2,2023-10-10,83,3,1018645,339548.3333333333,7639,0,0.0,3,2,3,0,Seasonal Buyer
4539,631a6156aa3096cbda283b06,2023-09-05,118,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4543,631a6157aa3096cbda283b2c,2023-10-01,92,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4546,631a6158aa3096cbda283b44,2023-10-11,82,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4548,631a615c8755a8a989617719,2023-06-28,187,2,1293700,646850.0,9702,0,0.0,2,1,2,0,Seasonal Buyer
4551,631a615daa3096cbda283c44,2023-10-18,75,1,109890,109890.0,824,1,49500.0,1,1,1,0,Seasonal Buyer
4554,631a61608755a8a9896177d0,2023-08-24,130,1,299700,299700.0,2247,0,0.0,1,1,1,0,Seasonal Buyer
4557,631a6161aa3096cbda283cec,2023-08-25,129,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4559,631a6162aa3096cbda283d29,2023-07-25,160,2,210000,105000.0,1575,2,100000.0,2,1,1,0,Seasonal Buyer
4560,631a6162aa3096cbda283d35,2023-09-26,97,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4561,631a6162aa3096cbda283d3c,2023-07-21,164,2,208000,104000.0,1560,2,100000.0,2,1,1,0,Seasonal Buyer
4565,631a6163aa3096cbda283d66,2023-09-28,95,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4566,631a6163aa3096cbda283d79,2023-10-17,76,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4568,631a6164aa3096cbda283da7,2023-09-30,93,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4576,631a6168aa3096cbda283e61,2023-06-30,185,1,85000,85000.0,637,0,0.0,1,1,1,0,Seasonal Buyer
4580,631a616aaa3096cbda283eb3,2023-09-27,96,1,611000,611000.0,4582,0,0.0,1,1,1,0,Seasonal Buyer
4582,631a616baa3096cbda283ed1,2023-07-06,179,1,104500,104500.0,783,1,50000.0,1,1,1,0,Seasonal Buyer
4590,631a6171aa3096cbda284019,2023-08-31,123,2,204500,102250.0,1533,2,100000.0,2,1,1,0,Seasonal Buyer
4591,631a6171aa3096cbda284033,2023-10-06,87,1,115440,115440.0,865,1,50000.0,1,1,1,0,Seasonal Buyer
4596,631a6178aa3096cbda2841be,2023-08-12,142,6,28748100,4791350.0,215609,0,0.0,6,2,5,0,Seasonal Buyer
4601,631a617baa3096cbda284238,2023-07-13,172,1,210000,210000.0,1575,0,0.0,1,1,1,0,Seasonal Buyer
4609,631a61808755a8a989617dc4,2023-09-12,111,3,8908270,2969423.3333333335,66811,0,0.0,2,1,1,0,Seasonal Buyer
4610,631a6180aa3096cbda284346,2023-10-27,66,2,270500,135250.0,2028,2,111700.0,1,1,1,0,Seasonal Buyer
4612,631a6182aa3096cbda2843a6,2023-10-10,83,8,35122500,4390312.5,263418,0,0.0,2,2,2,0,Seasonal Buyer
4619,631a6187aa3096cbda2844b1,2023-10-12,81,1,46000,46000.0,345,0,0.0,1,1,1,0,Seasonal Buyer
4625,631a618aaa3096cbda284541,2023-10-20,73,2,117815,58907.5,883,0,0.0,2,2,2,0,Seasonal Buyer
4626,631a618aaa3096cbda284562,2023-10-03,90,1,170000,170000.0,1275,0,0.0,1,1,1,0,Seasonal Buyer
4631,631a618caa3096cbda2845aa,2023-10-14,79,2,94180,47090.0,705,0,0.0,2,2,2,0,Seasonal Buyer
4632,631a618caa3096cbda2845d4,2023-10-04,89,2,337000,168500.0,2527,2,129200.0,1,1,1,0,Seasonal Buyer
4634,631a618d8755a8a989618022,2023-08-08,146,1,80590000,80590000.0,604425,0,0.0,1,1,1,0,Seasonal Buyer
4638,631a618eaa3096cbda284639,2023-08-11,143,1,87000,87000.0,652,0,0.0,1,1,1,0,Seasonal Buyer
4642,631a6190aa3096cbda2846b5,2023-09-30,93,1,22000,22000.0,165,0,0.0,1,1,1,0,Seasonal Buyer
4643,631a61918755a8a9896180df,2023-08-24,130,2,229600,114800.0,1721,2,102800.0,2,1,2,0,Seasonal Buyer
4645,631a61928755a8a989618119,2023-08-22,132,2,6580134,3290067.0,49351,0,0.0,2,1,2,0,Seasonal Buyer
4655,631a61968755a8a9896181e8,2023-08-23,131,1,76146,76146.0,571,0,0.0,1,1,1,0,Seasonal Buyer
4657,631a61998755a8a98961825f,2023-09-30,93,4,341671,85417.75,2561,0,0.0,3,2,2,0,Seasonal Buyer
4658,631a61998755a8a989618285,2023-10-12,81,1,1620000,1620000.0,12150,0,0.0,1,1,1,0,Seasonal Buyer
4661,631a619b8755a8a9896182bd,2023-10-06,87,1,138000,138000.0,1035,0,0.0,1,1,1,0,Seasonal Buyer
4665,631a619caa3096cbda2848ff,2023-07-07,178,2,97125,48562.5,728,0,0.0,1,1,1,0,Seasonal Buyer
4669,631a619daa3096cbda284932,2023-10-19,74,2,264000,132000.0,1980,2,111700.0,1,1,1,0,Seasonal Buyer
4672,631a61a08755a8a9896183c7,2023-08-13,141,1,35000,35000.0,262,0,0.0,1,1,1,0,Seasonal Buyer
4675,631a61a0aa3096cbda284a0c,2023-10-10,83,2,162450,81225.0,1217,0,0.0,2,1,1,0,Seasonal Buyer
4679,631a61a1aa3096cbda284a48,2023-07-25,160,1,29970,29970.0,224,0,0.0,1,1,1,0,Seasonal Buyer
4680,631a61a1aa3096cbda284a4a,2023-07-29,156,1,43000,43000.0,322,0,0.0,1,1,1,0,Seasonal Buyer
4681,631a61a28755a8a989618440,2023-10-04,89,1,99000,99000.0,742,1,49500.0,1,1,1,0,Seasonal Buyer
4692,631a61a5aa3096cbda284b22,2023-07-22,163,1,32990,32990.0,247,0,0.0,1,1,1,0,Seasonal Buyer
4696,631a61a8aa3096cbda284ba6,2023-08-24,130,1,107360,107360.0,805,1,75000.0,1,1,1,0,Seasonal Buyer
4702,631a61ac8755a8a989618645,2023-10-05,88,1,550000,550000.0,4125,1,227000.0,1,1,1,0,Seasonal Buyer
4703,631a61ac8755a8a989618656,2023-10-18,75,6,6136630,1022771.6666666666,46023,0,0.0,2,1,2,0,Seasonal Buyer
4704,631a61acaa3096cbda284c7d,2023-10-14,79,1,254794,254794.0,1910,0,0.0,1,1,1,0,Seasonal Buyer
4705,631a61acaa3096cbda284c8a,2023-10-24,69,1,11199988,11199988.0,83999,0,0.0,1,1,1,0,Seasonal Buyer
4711,631a61b0aa3096cbda284d89,2023-08-15,139,1,44289,44289.0,332,0,0.0,1,1,1,0,Seasonal Buyer
4712,631a61b0aa3096cbda284da2,2023-06-27,188,1,122100,122100.0,915,0,0.0,1,1,1,0,Seasonal Buyer
4713,631a61b18755a8a989618771,2023-10-12,81,5,46834729,9366945.8,351259,0,0.0,1,1,1,0,Seasonal Buyer
4718,631a61b4aa3096cbda284e64,2023-10-10,83,11,704851623,64077420.27272727,5286382,0,0.0,10,2,7,0,Seasonal Buyer
4722,631a61b7aa3096cbda284eea,2023-10-05,88,1,11433,11433.0,85,0,0.0,1,1,1,0,Seasonal Buyer
4724,631a61b9aa3096cbda284f6e,2023-10-12,81,4,71985001,17996250.25,539886,0,0.0,1,1,1,0,Seasonal Buyer
4725,631a61baaa3096cbda284f88,2023-07-15,170,1,18648,18648.0,139,0,0.0,1,1,1,0,Seasonal Buyer
4728,631a61bd8755a8a9896189df,2023-10-14,79,3,3683880,1227960.0,27627,0,0.0,3,2,2,0,Seasonal Buyer
4730,631a61beaa3096cbda285090,2023-08-11,143,1,49200,49200.0,369,0,0.0,1,1,1,0,Seasonal Buyer
4731,631a61bf8755a8a989618a44,2023-10-06,87,2,406762,203381.0,3050,0,0.0,2,1,1,0,Seasonal Buyer
4732,631a61bfaa3096cbda2850be,2023-09-06,117,3,438760,146253.33333333334,3289,0,0.0,3,3,3,0,Seasonal Buyer
4745,631a61c88755a8a989618c2b,2023-10-26,67,4,21773205,5443301.25,163298,0,0.0,1,1,1,0,Seasonal Buyer
4747,631a61c98755a8a989618c42,2023-10-12,81,1,27700,27700.0,207,0,0.0,1,1,1,0,Seasonal Buyer
4749,631a61ca8755a8a989618c6e,2023-10-19,74,1,290620,290620.0,2179,0,0.0,1,1,1,0,Seasonal Buyer
4750,631a61ccaa3096cbda285369,2023-08-11,143,7,330409106,47201300.85714286,2478066,0,0.0,5,2,5,0,Seasonal Buyer
4757,631a61d6aa3096cbda2855a8,2023-10-26,67,1,458208,458208.0,3436,0,0.0,1,1,1,0,Seasonal Buyer
4769,631a61ddaa3096cbda28575f,2023-07-25,160,1,10000,10000.0,75,0,0.0,1,1,1,0,Seasonal Buyer
4781,631a6201aa3096cbda285f52,2023-09-29,94,1,85470,85470.0,641,0,0.0,1,1,1,0,Seasonal Buyer
4786,631a620e8755a8a989619b22,2023-10-12,81,2,149851110,74925555.0,1123883,0,0.0,1,1,1,0,Seasonal Buyer
4790,631a62168755a8a989619d0b,2023-10-12,81,2,75180,37590.0,563,0,0.0,2,1,2,0,Seasonal Buyer
4791,631a62178755a8a989619d43,2023-07-29,156,1,63140,63140.0,473,0,0.0,1,1,1,0,Seasonal Buyer
4792,631a62178755a8a989619d4f,2023-10-12,81,1,26400,26400.0,198,0,0.0,1,1,1,0,Seasonal Buyer
4799,631a6224aa3096cbda2866c8,2023-09-13,110,2,1133950,566975.0,8503,0,0.0,2,2,2,0,Seasonal Buyer
4804,631a622b8755a8a98961a19c,2023-07-22,163,1,349650,349650.0,2622,0,0.0,1,1,1,0,Seasonal Buyer
4805,631a622c8755a8a98961a1ab,2023-10-07,86,1,33000,33000.0,247,0,0.0,1,1,1,0,Seasonal Buyer
4806,631a622caa3096cbda286895,2023-07-01,184,7,46924931,6703561.571428572,351933,0,0.0,1,1,1,0,Seasonal Buyer
4812,631a6230aa3096cbda286988,2023-09-02,121,4,405133,101283.25,3037,0,0.0,3,3,3,0,Seasonal Buyer
4818,631a62378755a8a98961a43d,2023-08-31,123,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4821,631a62388755a8a98961a472,2023-10-20,73,1,114000,114000.0,855,1,70000.0,1,1,1,0,Seasonal Buyer
4825,631a62398755a8a98961a4e3,2023-07-27,158,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4829,631a623a8755a8a98961a4f3,2023-10-02,91,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4830,631a623a8755a8a98961a4fa,2023-09-15,108,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4831,631a623a8755a8a98961a4ff,2023-08-22,132,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4836,631a623a8755a8a98961a52a,2023-09-27,96,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4839,631a623b8755a8a98961a552,2023-10-12,81,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4840,631a623c8755a8a98961a563,2023-07-05,180,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4841,631a623c8755a8a98961a571,2023-08-11,143,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4842,631a623c8755a8a98961a576,2023-07-11,174,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4844,631a623c8755a8a98961a58d,2023-09-27,96,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4845,631a623c8755a8a98961a596,2023-07-07,178,1,44400000,44400000.0,333000,0,0.0,1,1,1,0,Seasonal Buyer
4846,631a623d8755a8a98961a5a2,2023-07-14,171,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4847,631a623d8755a8a98961a5b7,2023-08-31,123,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4848,631a623d8755a8a98961a5be,2023-09-03,120,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4849,631a623d8755a8a98961a5c7,2023-10-07,86,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4852,631a623d8755a8a98961a5df,2023-08-23,131,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4854,631a623e8755a8a98961a5f1,2023-09-12,111,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4856,631a623f8755a8a98961a638,2023-09-24,99,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4860,631a62408755a8a98961a65b,2023-07-12,173,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4867,631a62428755a8a98961a6b2,2023-09-21,102,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4873,631a62428755a8a98961a6f8,2023-07-26,159,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4881,631a62448755a8a98961a745,2023-08-11,143,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4882,631a62448755a8a98961a76e,2023-10-05,88,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4884,631a62458755a8a98961a77d,2023-08-10,144,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4887,631a62458755a8a98961a7ae,2023-10-01,92,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4888,631a62458755a8a98961a7b5,2023-09-09,114,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4889,631a6245aa3096cbda286e2b,2023-08-18,136,2,22440001,11220000.5,168300,0,0.0,1,1,1,0,Seasonal Buyer
4891,631a62468755a8a98961a7c9,2023-09-28,95,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4892,631a62468755a8a98961a7cb,2023-10-10,83,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4893,631a62468755a8a98961a7e6,2023-07-15,170,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4895,631a62478755a8a98961a7f4,2023-09-30,93,1,150000,150000.0,1125,1,50000.0,1,1,1,0,Seasonal Buyer
4899,631a6247aa3096cbda286e82,2023-07-22,163,1,220000,220000.0,1650,0,0.0,1,1,1,0,Seasonal Buyer
4903,631a62488755a8a98961a86c,2023-07-05,180,1,125180,125180.0,938,1,50000.0,1,1,1,0,Seasonal Buyer
4905,631a62498755a8a98961a890,2023-10-15,78,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4906,631a6249aa3096cbda286eeb,2023-08-18,136,2,710072,355036.0,5325,0,0.0,2,1,2,0,Seasonal Buyer
4907,631a6249aa3096cbda286f1a,2023-10-07,86,2,150072000,75036000.0,1125540,0,0.0,1,1,1,0,Seasonal Buyer
4910,631a624a8755a8a98961a8c8,2023-10-03,90,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4916,631a624c8755a8a98961a926,2023-09-13,110,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4917,631a624c8755a8a98961a92f,2023-08-23,131,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4918,631a624c8755a8a98961a936,2023-07-27,158,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4919,631a624c8755a8a98961a93c,2023-07-14,171,1,150000,150000.0,1125,1,50000.0,1,1,1,0,Seasonal Buyer
4925,631a624d8755a8a98961a979,2023-07-15,170,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4933,631a624e8755a8a98961a995,2023-07-23,162,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4935,631a624f8755a8a98961a9c7,2023-10-05,88,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4939,631a624f8755a8a98961a9f8,2023-08-23,131,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4940,631a624f8755a8a98961a9ff,2023-10-21,72,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4942,631a62508755a8a98961aa06,2023-09-13,110,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4944,631a62508755a8a98961aa1f,2023-10-07,86,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4947,631a62518755a8a98961aa43,2023-10-07,86,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4949,631a62518755a8a98961aa58,2023-10-12,81,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4952,631a6251aa3096cbda2870d5,2023-07-08,177,1,6160000,6160000.0,46200,0,0.0,1,1,1,0,Seasonal Buyer
4953,631a62528755a8a98961aa82,2023-08-24,130,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4957,631a62538755a8a98961aabd,2023-10-21,72,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4958,631a62538755a8a98961aad4,2023-08-10,144,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4959,631a62538755a8a98961aae2,2023-07-20,165,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4961,631a62548755a8a98961ab03,2023-10-11,82,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4962,631a62548755a8a98961ab0a,2023-09-08,115,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4963,631a62548755a8a98961ab15,2023-10-11,82,1,140580,140580.0,1054,1,75000.0,1,1,1,0,Seasonal Buyer
4968,631a62558755a8a98961ab59,2023-09-28,95,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4969,631a62558755a8a98961ab73,2023-09-27,96,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4972,631a62568755a8a98961ab87,2023-09-01,122,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4974,631a62568755a8a98961abaf,2023-07-20,165,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4975,631a62578755a8a98961abb9,2023-08-10,144,1,50000,50000.0,375,1,25000.0,1,1,1,0,Seasonal Buyer
4977,631a62588755a8a98961ac0e,2023-08-15,139,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4978,631a62588755a8a98961ac2f,2023-09-09,114,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4979,631a62598755a8a98961ac37,2023-06-30,185,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4984,631a625a8755a8a98961ac68,2023-08-09,145,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4985,631a625a8755a8a98961ac6f,2023-07-14,171,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4989,631a625b8755a8a98961aca7,2023-09-28,95,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
4992,631a625baa3096cbda287300,2023-08-30,124,1,110198,110198.0,826,1,49500.0,1,1,1,0,Seasonal Buyer
4996,631a625c8755a8a98961ad17,2023-09-13,110,1,75000,75000.0,562,1,37500.0,1,1,1,0,Seasonal Buyer
4999,631a625caa3096cbda287349,2023-07-26,159,1,537240,537240.0,4029,0,0.0,1,1,1,0,Seasonal Buyer
5000,631a625d8755a8a98961ad2c,2023-09-13,110,1,100000,100000.0,750,0,0.0,1,1,1,0,Seasonal Buyer
5001,631a625d8755a8a98961ad33,2023-10-11,82,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
5005,631a625f8755a8a98961ad99,2023-10-11,82,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
5016,631a6263aa3096cbda2874fd,2023-08-24,130,2,36630000,18315000.0,274724,0,0.0,1,1,1,0,Seasonal Buyer
5020,631a62648755a8a98961aeea,2023-08-02,152,1,125180,125180.0,938,1,50000.0,1,1,1,0,Seasonal Buyer
5021,631a62648755a8a98961af12,2023-07-20,165,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
5026,631a62668755a8a98961af72,2023-10-20,73,1,153230,153230.0,1149,1,50000.0,1,1,1,0,Seasonal Buyer
5032,631a62688755a8a98961afe2,2023-07-20,165,1,100000,100000.0,750,1,50000.0,1,1,1,0,Seasonal Buyer
5033,631a6268aa3096cbda2875fe,2023-08-09,145,3,24975000,8325000.0,187311,0,0.0,1,1,1,0,Seasonal Buyer
5035,631a6268aa3096cbda287609,2023-09-12,111,1,788100,788100.0,5910,0,0.0,1,1,1,0,Seasonal Buyer
5039,631a626a8755a8a98961b067,2023-10-06,87,1,51000,51000.0,382,0,0.0,1,1,1,0,Seasonal Buyer
5053,631a6340cdc00cf233d2e2a4,2023-10-12,81,5,4065300,813060.0,30488,0,0.0,4,2,4,0,Seasonal Buyer
5056,631a6342cdc00cf233d2e349,2023-10-07,86,6,1247692000,207948666.66666666,4352424,0,0.0,4,3,4,0,Seasonal Buyer
5067,631a634ccdc00cf233d2e619,2023-10-10,83,4,730780,182695.0,5479,0,0.0,3,1,2,0,Seasonal Buyer
5076,631a6353cdc00cf233d2e84b,2023-10-10,83,10,1096374,109637.4,8218,0,0.0,2,1,2,0,Seasonal Buyer
5079,631a6355cdc00cf233d2e8e0,2023-09-26,97,2,1099625312,549812656.0,2749063,0,0.0,1,1,1,0,Seasonal Buyer
5086,631a63bacdc00cf233d30625,2023-10-15,78,4,6065763,1516440.75,45491,0,0.0,4,1,4,0,Seasonal Buyer
5087,631a63be8755a8a989628eea,2023-08-23,131,1,81090,81090.0,608,0,0.0,1,1,1,0,Seasonal Buyer
5089,631a63c38755a8a989628ffb,2023-09-15,108,3,198794810,66264936.666666664,1490960,0,0.0,1,1,1,0,Seasonal Buyer
5093,631a63cacdc00cf233d308d1,2023-10-18,75,1,104500,104500.0,783,1,50000.0,1,1,1,0,Seasonal Buyer
5098,631a63cc8755a8a98962924d,2023-10-13,80,8,127689138,15961142.25,957664,0,0.0,4,2,3,0,Seasonal Buyer
5101,631a63cd8755a8a989629272,2023-10-11,82,9,2605748,289527.55555555556,19542,0,0.0,5,1,4,0,Seasonal Buyer
5105,631a63ce8755a8a98962929f,2023-09-29,94,3,1938300,646100.0,14536,0,0.0,2,1,1,0,Seasonal Buyer
5106,631a63cfcdc00cf233d309a9,2023-10-07,86,3,2083335,694445.0,15625,0,0.0,3,1,3,0,Seasonal Buyer
5109,631a63d2cdc00cf233d30a15,2023-10-12,81,3,226548780,75516260.0,1699115,0,0.0,1,1,1,0,Seasonal Buyer
5110,631a63d2cdc00cf233d30a17,2023-10-12,81,3,2600887,866962.3333333334,19505,0,0.0,1,1,1,0,Seasonal Buyer
5117,631a63d48755a8a98962942d,2023-09-05,118,1,13575,13575.0,101,0,0.0,1,1,1,0,Seasonal Buyer
5125,631a63d6cdc00cf233d30ad8,2023-09-27,96,9,71595000,7955000.0,536959,0,0.0,1,1,1,0,Seasonal Buyer
5129,631a63d8cdc00cf233d30b33,2023-07-15,170,1,247500,247500.0,1856,0,0.0,1,1,1,0,Seasonal Buyer
5130,631a63d9cdc00cf233d30b52,2023-10-11,82,7,8649817,1235688.142857143,64872,0,0.0,3,3,3,0,Seasonal Buyer
5135,631a63dd8755a8a989629606,2023-10-04,89,3,22866000,7622000.0,171494,0,0.0,2,1,2,0,Seasonal Buyer
5137,631a63df8755a8a98962968f,2023-10-18,75,2,830200,415100.0,6226,0,0.0,1,1,1,0,Seasonal Buyer
5138,631a63df8755a8a98962969d,2023-09-02,121,1,2607390,2607390.0,19555,0,0.0,1,1,1,0,Seasonal Buyer
