buyer_id,last_transaction,recency_day,order_freq,gmv,aov,revenue,voucher_used,voucher_val,seller_count,num_of_seller_province,num_of_seller_city,cluster,cluster_name
631a60498755a8a9896138e8,2023-03-02,305,1,59400,59400.0,445,1,27000.0,1,1,1,1,Small Order Occasional Buyer
631a6049aa3096cbda27f909,2023-04-05,271,1,142230,142230.0,1066,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6049aa3096cbda27f920,2023-05-24,222,1,56100,56100.0,420,1,25500.0,1,1,1,1,Small Order Occasional Buyer
631a604aaa3096cbda27f93e,2023-06-22,193,1,100760,100760.0,755,1,45800.0,1,1,1,1,Small Order Occasional Buyer
631a604aaa3096cbda27f953,2023-05-13,233,1,94160,94160.0,706,1,42800.0,1,1,1,1,Small Order Occasional Buyer
631a604caa3096cbda27f9ab,2023-06-09,206,1,92400,92400.0,693,1,42000.0,1,1,1,1,Small Order Occasional Buyer
631a604caa3096cbda27f9b5,2023-06-08,207,1,54000,54000.0,405,0,0.0,1,1,1,1,Small Order Occasional Buyer
631a604daa3096cbda27fa1e,2023-06-23,192,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a604eaa3096cbda27fa3a,2023-04-25,251,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a604faa3096cbda27faa1,2023-06-15,200,1,105930,105930.0,794,1,48150.0,1,1,1,1,Small Order Occasional Buyer
631a6050aa3096cbda27fac3,2023-01-12,354,1,104500,104500.0,783,1,47500.0,1,1,1,1,Small Order Occasional Buyer
631a6050aa3096cbda27fac5,2023-04-21,255,2,237050,118525.0,1777,2,100000.0,2,2,2,1,Small Order Occasional Buyer
631a6050aa3096cbda27fadb,2023-01-25,341,1,235400,235400.0,1765,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6051aa3096cbda27fb0c,2023-01-11,355,1,141240,141240.0,1059,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6051aa3096cbda27fb3b,2023-05-28,218,1,92400,92400.0,693,1,42000.0,1,1,1,1,Small Order Occasional Buyer
631a60528755a8a989613b03,2023-02-10,325,1,62000,62000.0,465,1,30000.0,1,1,1,1,Small Order Occasional Buyer
631a6052aa3096cbda27fb4b,2023-05-20,226,1,112200,112200.0,841,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6052aa3096cbda27fb52,2023-06-10,205,1,141240,141240.0,1059,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6052aa3096cbda27fb6f,2023-01-03,363,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6053aa3096cbda27fb95,2023-03-01,306,1,94600,94600.0,709,1,43000.0,1,1,1,1,Small Order Occasional Buyer
631a6054aa3096cbda27fbc7,2023-05-19,227,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6054aa3096cbda27fbf7,2023-02-14,321,1,95700,95700.0,717,1,43500.0,1,1,1,1,Small Order Occasional Buyer
631a6055aa3096cbda27fc28,2023-02-14,321,1,115500,115500.0,866,1,50000.0,1,1,1,1,Small Order Occasional Buyer
631a6055aa3096cbda27fc39,2023-04-10,266,1,117700,117700.0,882,1,50000.0,1,1,1,1,Small Order Occasional Buyer
